26,1,998,55,534,1000,1,68,-1
2,18,998,224,45,1000,37,139,-1
6,2,998,316,18,1000,2,45,-1
12,2,998,281,534,1000,7,44,-1
18,8,998,316,45,1000,8,138,-1
14,24,998,281,77,1000,129,43,-1
2,1,998,281,534,1000,2,67,-1
14,1,998,281,534,1000,4,47,-1
8,2,998,55,2,1000,27,137,-1
6,1,998,55,1,1000,2,36,-1
2,2,998,281,534,1000,129,4,-1
22,2,998,316,2,1000,129,20,-1
16,2,998,316,534,1000,2,16,-1
14,17,998,316,534,1000,37,66,-1
6,2,998,316,534,1000,1,136,-1
2,24,998,316,1,1000,129,42,-1
12,12,998,316,534,1000,28,18,-1
6,2,998,281,1,1000,129,135,-1
10,1,2,316,534,1000,1,2,-1
8,5,998,21,534,1000,7,41,-1
2,1,998,281,534,1000,1,46,-1
12,18,998,281,45,1000,37,134,-1
16,4,998,281,534,1000,6,13,-1
18,1,998,281,9,1000,129,65,-1
6,2,998,281,9,1000,3,17,-1
8,44,998,316,534,1000,129,7,-1
14,2,998,316,18,1000,2,40,-1
4,18,998,316,45,1000,37,133,-1
16,61,998,316,2,1000,52,132,-1
12,17,998,281,534,1000,37,64,-1
10,2,998,316,534,1000,2,16,-1
4,18,998,281,77,1000,37,131,-1
6,24,998,281,534,1000,129,39,-1
8,44,998,316,5,1000,129,4,-1
4,1,998,281,534,1000,2,8,-1
12,2,998,316,534,1000,2,63,-1
12,2,998,316,534,1000,2,130,-1
12,1,998,281,534,1000,2,45,-1
8,17,998,316,534,1000,37,62,-1
18,3,998,316,534,1000,3,1,-1
6,44,998,281,534,1000,2,18,-1
6,1,998,281,534,1000,1,129,-1
18,44,998,281,534,1000,2,17,-1
18,1,998,316,6,1000,3,16,-1
14,2,998,316,534,1000,12,61,-1
8,17,998,316,534,1000,37,60,-1
8,61,998,316,3,1000,52,128,-1
14,1,998,281,534,1000,1,127,-1
8,1,998,316,534,1000,1,44,-1
10,1,998,281,11,1000,1,126,-1
12,1,998,316,534,1000,1,43,-1
18,17,998,316,534,1000,37,59,-1
4,9,998,316,534,1000,129,58,-1
28,7,998,316,26,1000,129,42,-1
4,1,998,281,534,1000,3,12,-1
2,18,998,281,45,1000,37,125,-1
4,44,998,316,534,1000,129,4,-1
16,61,998,316,45,1000,52,124,-1
2,1,998,316,1,1000,1,15,-1
8,2,998,316,534,1000,12,35,-1
12,2,998,316,534,1000,2,123,-1
12,17,998,281,534,1000,37,57,-1
10,44,998,281,534,1000,129,6,-1
16,61,998,316,18,1000,52,122,-1
16,61,998,316,45,1000,52,121,-1
6,3,2,316,1,1000,28,38,-1
16,61,998,316,45,1000,52,120,-1
10,1,998,281,534,1000,1,119,-1
